date,tmin,tmax,scenario,model,period,station
2074-01-06,-3.11,5.74,SSP245,COLD,2071-2100,Germany_dummy
2074-01-06,-2.11,6.74,SSP245,WARM,2071-2100,Germany_dummy
2074-01-06,-2.11,6.74,SSP370,COLD,2071-2100,Germany_dummy
2074-01-06,-1.11,7.74,SSP370,WARM,2071-2100,Germany_dummy
2074-01-06,-1.11,7.74,SSP585,COLD,2071-2100,Germany_dummy
2074-01-06,-0.11,8.74,SSP585,WARM,2071-2100,Germany_dummy
2074-01-07,-4.48,3.95,SSP119,COLD,2071-2100,Germany_dummy
2074-01-07,-3.48,4.95,SSP119,WARM,2071-2100,Germany_dummy
2074-01-07,-3.98,4.45,SSP126,COLD,2071-2100,Germany_dummy
2074-01-07,-2.98,5.45,SSP126,WARM,2071-2100,Germany_dummy
2074-01-07,-2.98,5.45,SSP245,COLD,2071-2100,Germany_dummy
2074-01-07,-1.98,6.45,SSP245,WARM,2071-2100,Germany_dummy
2074-01-07,-1.98,6.45,SSP370,COLD,2071-2100,Germany_dummy
2074-01-07,-0.98,7.45,SSP370,WARM,2071-2100,Germany_dummy
2074-01-07,-0.98,7.45,SSP585,COLD,2071-2100,Germany_dummy
2074-01-07,0.02,8.45,SSP585,WARM,2071-2100,Germany_dummy
2074-01-08,-4.4,3.67,SSP119,COLD,2071-2100,Germany_dummy
2074-01-08,-3.4,4.67,SSP119,WARM,2071-2100,Germany_dummy
2074-01-08,-3.9,4.17,SSP126,COLD,2071-2100,Germany_dummy
2074-01-08,-2.9,5.17,SSP126,WARM,2071-2100,Germany_dummy
2074-01-08,-2.9,5.17,SSP245,COLD,2071-2100,Germany_dummy
2074-01-08,-1.9,6.17,SSP245,WARM,2071-2100,Germany_dummy
2074-01-08,-1.9,6.17,SSP370,COLD,2071-2100,Germany_dummy
2074-01-08,-0.9,7.17,SSP370,WARM,2071-2100,Germany_dummy
2074-01-08,-0.9,7.17,SSP585,COLD,2071-2100,Germany_dummy
2074-01-08,0.1,8.17,SSP585,WARM,2071-2100,Germany_dummy
2074-01-09,-4.38,3.41,SSP119,COLD,2071-2100,Germany_dummy
2074-01-09,-3.38,4.41,SSP119,WARM,2071-2100,Germany_dummy
2074-01-09,-3.88,3.91,SSP126,COLD,2071-2100,Germany_dummy
2074-01-09,-2.88,4.91,SSP126,WARM,2071-2100,Germany_dummy
2074-01-09,-2.88,4.91,SSP245,COLD,2071-2100,Germany_dummy
2074-01-09,-1.88,5.91,SSP245,WARM,2071-2100,Germany_dummy
2074-01-09,-1.88,5.91,SSP370,COLD,2071-2100,Germany_dummy
2074-01-09,-0.88,6.91,SSP370,WARM,2071-2100,Germany_dummy
2074-01-09,-0.88,6.91,SSP585,COLD,2071-2100,Germany_dummy
2074-01-09,0.12,7.91,SSP585,WARM,2071-2100,Germany_dummy
2074-01-10,-4.42,3.2,SSP119,COLD,2071-2100,Germany_dummy
2074-01-10,-3.42,4.2,SSP119,WARM,2071-2100,Germany_dummy
2074-01-10,-3.92,3.7,SSP126,COLD,2071-2100,Germany_dummy
2074-01-10,-2.92,4.7,SSP126,WARM,2071-2100,Germany_dummy
2074-01-10,-2.92,4.7,SSP245,COLD,2071-2100,Germany_dummy
2074-01-10,-1.92,5.7,SSP245,WARM,2071-2100,Germany_dummy
2074-01-10,-1.92,5.7,SSP370,COLD,2071-2100,Germany_dummy
2074-01-10,-0.92,6.7,SSP370,WARM,2071-2100,Germany_dummy
2074-01-10,-0.92,6.7,SSP585,COLD,2071-2100,Germany_dummy
2074-01-10,0.08,7.7,SSP585,WARM,2071-2100,Germany_dummy
2074-01-11,-4.51,3.05,SSP119,COLD,2071-2100,Germany_dummy
2074-01-11,-3.51,4.05,SSP119,WARM,2071-2100,Germany_dummy
2074-01-11,-4.01,3.55,SSP126,COLD,2071-2100,Germany_dummy
2074-01-11,-3.01,4.55,SSP126,WARM,2071-2100,Germany_dummy
2074-01-11,-3.01,4.55,SSP245,COLD,2071-2100,Germany_dummy
2074-01-11,-2.01,5.55,SSP245,WARM,2071-2100,Germany_dummy
2074-01-11,-2.01,5.55,SSP370,COLD,2071-2100,Germany_dummy
2074-01-11,-1.01,6.55,SSP370,WARM,2071-2100,Germany_dummy
2074-01-11,-1.01,6.55,SSP585,COLD,2071-2100,Germany_dummy
2074-01-11,-0.01,7.55,SSP585,WARM,2071-2100,Germany_dummy
2074-01-12,-4.65,2.96,SSP119,COLD,2071-2100,Germany_dummy
2074-01-12,-3.65,3.96,SSP119,WARM,2071-2100,Germany_dummy
2074-01-12,-4.15,3.46,SSP126,COLD,2071-2100,Germany_dummy
2074-01-12,-3.15,4.46,SSP126,WARM,2071-2100,Germany_dummy
2074-01-12,-3.15,4.46,SSP245,COLD,2071-2100,Germany_dummy
2074-01-12,-2.15,5.46,SSP245,WARM,2071-2100,Germany_dummy
2074-01-12,-2.15,5.46,SSP370,COLD,2071-2100,Germany_dummy
2074-01-12,-1.15,6.46,SSP370,WARM,2071-2100,Germany_dummy
2074-01-12,-1.15,6.46,SSP585,COLD,2071-2100,Germany_dummy
2074-01-12,-0.15,7.46,SSP585,WARM,2071-2100,Germany_dummy
2074-01-13,-4.82,2.96,SSP119,COLD,2071-2100,Germany_dummy
2074-01-13,-3.82,3.96,SSP119,WARM,2071-2100,Germany_dummy
2074-01-13,-4.32,3.46,SSP126,COLD,2071-2100,Germany_dummy
2074-01-13,-3.32,4.46,SSP126,WARM,2071-2100,Germany_dummy
2074-01-13,-3.32,4.46,SSP245,COLD,2071-2100,Germany_dummy
2074-01-13,-2.32,5.46,SSP245,WARM,2071-2100,Germany_dummy
2074-01-13,-2.32,5.46,SSP370,COLD,2071-2100,Germany_dummy
2074-01-13,-1.32,6.46,SSP370,WARM,2071-2100,Germany_dummy
2074-01-13,-1.32,6.46,SSP585,COLD,2071-2100,Germany_dummy
2074-01-13,-0.32,7.46,SSP585,WARM,2071-2100,Germany_dummy
2074-01-14,-5.02,3.04,SSP119,COLD,2071-2100,Germany_dummy
2074-01-14,-4.02,4.04,SSP119,WARM,2071-2100,Germany_dummy
2074-01-14,-4.52,3.54,SSP126,COLD,2071-2100,Germany_dummy
2074-01-14,-3.52,4.54,SSP126,WARM,2071-2100,Germany_dummy
2074-01-14,-3.52,4.54,SSP245,COLD,2071-2100,Germany_dummy
2074-01-14,-2.52,5.54,SSP245,WARM,2071-2100,Germany_dummy
2074-01-14,-2.52,5.54,SSP370,COLD,2071-2100,Germany_dummy
2074-01-14,-1.52,6.54,SSP370,WARM,2071-2100,Germany_dummy
2074-01-14,-1.52,6.54,SSP585,COLD,2071-2100,Germany_dummy
2074-01-14,-0.52,7.54,SSP585,WARM,2071-2100,Germany_dummy
2074-01-15,-5.24,3.2,SSP119,COLD,2071-2100,Germany_dummy
2074-01-15,-4.24,4.2,SSP119,WARM,2071-2100,Germany_dummy
2074-01-15,-4.74,3.7,SSP126,COLD,2071-2100,Germany_dummy
2074-01-15,-3.74,4.7,SSP126,WARM,2071-2100,Germany_dummy
2074-01-15,-3.74,4.7,SSP245,COLD,2071-2100,Germany_dummy
2074-01-15,-2.74,5.7,SSP245,WARM,2071-2100,Germany_dummy
2074-01-15,-2.74,5.7,SSP370,COLD,2071-2100,Germany_dummy
2074-01-15,-1.74,6.7,SSP370,WARM,2071-2100,Germany_dummy
2074-01-15,-1.74,6.7,SSP585,COLD,2071-2100,Germany_dummy
2074-01-15,-0.74,7.7,SSP585,WARM,2071-2100,Germany_dummy
2074-01-16,-5.46,3.44,SSP119,COLD,2071-2100,Germany_dummy
2074-01-16,-4.46,4.44,SSP119,WARM,2071-2100,Germany_dummy
2074-01-16,-4.96,3.94,SSP126,COLD,2071-2100,Germany_dummy
2074-01-16,-3.96,4.94,SSP126,WARM,2071-2100,Germany_dummy
2074-01-16,-3.96,4.94,SSP245,COLD,2071-2100,Germany_dummy
2074-01-16,-2.96,5.94,SSP245,WARM,2071-2100,Germany_dummy
2074-01-16,-2.96,5.94,SSP370,COLD,2071-2100,Germany_dummy
2074-01-16,-1.96,6.94,SSP370,WARM,2071-2100,Germany_dummy
2074-01-16,-1.96,6.94,SSP585,COLD,2071-2100,Germany_dummy
2074-01-16,-0.96,7.94,SSP585,WARM,2071-2100,Germany_dummy
2074-01-17,-5.67,3.75,SSP119,COLD,2071-2100,Germany_dummy
2074-01-17,-4.67,4.75,SSP119,WARM,2071-2100,Germany_dummy
2074-01-17,-5.17,4.25,SSP126,COLD,2071-2100,Germany_dummy
2074-01-17,-4.17,5.25,SSP126,WARM,2071-2100,Germany_dummy
2074-01-17,-4.17,5.25,SSP245,COLD,2071-2100,Germany_dummy
2074-01-17,-3.17,6.25,SSP245,WARM,2071-2100,Germany_dummy
2074-01-17,-3.17,6.25,SSP370,COLD,2071-2100,Germany_dummy
2074-01-17,-2.17,7.25,SSP370,WARM,2071-2100,Germany_dummy
2074-01-17,-2.17,7.25,SSP585,COLD,2071-2100,Germany_dummy
2074-01-17,-1.17,8.25,SSP585,WARM,2071-2100,Germany_dummy
2074-01-18,-5.86,4.12,SSP119,COLD,2071-2100,Germany_dummy
2074-01-18,-4.86,5.12,SSP119,WARM,2071-2100,Germany_dummy
2074-01-18,-5.36,4.62,SSP126,COLD,2071-2100,Germany_dummy
2074-01-18,-4.36,5.62,SSP126,WARM,2071-2100,Germany_dummy
2074-01-18,-4.36,5.62,SSP245,COLD,2071-2100,Germany_dummy
2074-01-18,-3.36,6.62,SSP245,WARM,2071-2100,Germany_dummy
2074-01-18,-3.36,6.62,SSP370,COLD,2071-2100,Germany_dummy
2074-01-18,-2.36,7.62,SSP370,WARM,2071-2100,Germany_dummy
2074-01-18,-2.36,7.62,SSP585,COLD,2071-2100,Germany_dummy
2074-01-18,-1.36,8.62,SSP585,WARM,2071-2100,Germany_dummy
2074-01-19,-6.02,4.53,SSP119,COLD,2071-2100,Germany_dummy
2074-01-19,-5.02,5.53,SSP119,WARM,2071-2100,Germany_dummy
2074-01-19,-5.52,5.03,SSP126,COLD,2071-2100,Germany_dummy
2074-01-19,-4.52,6.03,SSP126,WARM,2071-2100,Germany_dummy
2074-01-19,-4.52,6.03,SSP245,COLD,2071-2100,Germany_dummy
2074-01-19,-3.52,7.03,SSP245,WARM,2071-2100,Germany_dummy
2074-01-19,-3.52,7.03,SSP370,COLD,2071-2100,Germany_dummy
2074-01-19,-2.52,8.03,SSP370,WARM,2071-2100,Germany_dummy
2074-01-19,-2.52,8.03,SSP585,COLD,2071-2100,Germany_dummy
2074-01-19,-1.52,9.03,SSP585,WARM,2071-2100,Germany_dummy
2074-01-20,-6.13,4.97,SSP119,COLD,2071-2100,Germany_dummy
2074-01-20,-5.13,5.97,SSP119,WARM,2071-2100,Germany_dummy
2074-01-20,-5.63,5.47,SSP126,COLD,2071-2100,Germany_dummy
2074-01-20,-4.63,6.47,SSP126,WARM,2071-2100,Germany_dummy
2074-01-20,-4.63,6.47,SSP245,COLD,2071-2100,Germany_dummy
2074-01-20,-3.63,7.47,SSP245,WARM,2071-2100,Germany_dummy
2074-01-20,-3.63,7.47,SSP370,COLD,2071-2100,Germany_dummy
2074-01-20,-2.63,8.47,SSP370,WARM,2071-2100,Germany_dummy
2074-01-20,-2.63,8.47,SSP585,COLD,2071-2100,Germany_dummy
2074-01-20,-1.63,9.47,SSP585,WARM,2071-2100,Germany_dummy
2074-01-21,-6.19,5.42,SSP119,COLD,2071-2100,Germany_dummy
2074-01-21,-5.19,6.42,SSP119,WARM,2071-2100,Germany_dummy
2074-01-21,-5.69,5.92,SSP126,COLD,2071-2100,Germany_dummy
2074-01-21,-4.69,6.92,SSP126,WARM,2071-2100,Germany_dummy
2074-01-21,-4.69,6.92,SSP245,COLD,2071-2100,Germany_dummy
2074-01-21,-3.69,7.92,SSP245,WARM,2071-2100,Germany_dummy
2074-01-21,-3.69,7.92,SSP370,COLD,2071-2100,Germany_dummy
2074-01-21,-2.69,8.92,SSP370,WARM,2071-2100,Germany_dummy
2074-01-21,-2.69,8.92,SSP585,COLD,2071-2100,Germany_dummy
2074-01-21,-1.69,9.92,SSP585,WARM,2071-2100,Germany_dummy
2074-01-22,-6.19,5.85,SSP119,COLD,2071-2100,Germany_dummy
2074-01-22,-5.19,6.85,SSP119,WARM,2071-2100,Germany_dummy
2074-01-22,-5.69,6.35,SSP126,COLD,2071-2100,Germany_dummy
2074-01-22,-4.69,7.35,SSP126,WARM,2071-2100,Germany_dummy
2074-01-22,-4.69,7.35,SSP245,COLD,2071-2100,Germany_dummy
2074-01-22,-3.69,8.35,SSP245,WARM,2071-2100,Germany_dummy
2074-01-22,-3.69,8.35,SSP370,COLD,2071-2100,Germany_dummy
2074-01-22,-2.69,9.35,SSP370,WARM,2071-2100,Germany_dummy
2074-01-22,-2.69,9.35,SSP585,COLD,2071-2100,Germany_dummy
2074-01-22,-1.69,10.35,SSP585,WARM,2071-2100,Germany_dummy
2074-01-23,-6.14,6.26,SSP119,COLD,2071-2100,Germany_dummy
2074-01-23,-5.14,7.26,SSP119,WARM,2071-2100,Germany_dummy
2074-01-23,-5.64,6.76,SSP126,COLD,2071-2100,Germany_dummy
2074-01-23,-4.64,7.76,SSP126,WARM,2071-2100,Germany_dummy
2074-01-23,-4.64,7.76,SSP245,COLD,2071-2100,Germany_dummy
2074-01-23,-3.64,8.76,SSP245,WARM,2071-2100,Germany_dummy
2074-01-23,-3.64,8.76,SSP370,COLD,2071-2100,Germany_dummy
2074-01-23,-2.64,9.76,SSP370,WARM,2071-2100,Germany_dummy
2074-01-23,-2.64,9.76,SSP585,COLD,2071-2100,Germany_dummy
2074-01-23,-1.64,10.76,SSP585,WARM,2071-2100,Germany_dummy
2074-01-24,-6.01,6.62,SSP119,COLD,2071-2100,Germany_dummy
2074-01-24,-5.01,7.62,SSP119,WARM,2071-2100,Germany_dummy
2074-01-24,-5.51,7.12,SSP126,COLD,2071-2100,Germany_dummy
2074-01-24,-4.51,8.12,SSP126,WARM,2071-2100,Germany_dummy
2074-01-24,-4.51,8.12,SSP245,COLD,2071-2100,Germany_dummy
2074-01-24,-3.51,9.12,SSP245,WARM,2071-2100,Germany_dummy
2074-01-24,-3.51,9.12,SSP370,COLD,2071-2100,Germany_dummy
2074-01-24,-2.51,10.12,SSP370,WARM,2071-2100,Germany_dummy
2074-01-24,-2.51,10.12,SSP585,COLD,2071-2100,Germany_dummy
2074-01-24,-1.51,11.12,SSP585,WARM,2071-2100,Germany_dummy
2074-01-25,-5.83,6.92,SSP119,COLD,2071-2100,Germany_dummy
2074-01-25,-4.83,7.92,SSP119,WARM,2071-2100,Germany_dummy
2074-01-25,-5.33,7.42,SSP126,COLD,2071-2100,Germany_dummy
2074-01-25,-4.33,8.42,SSP126,WARM,2071-2100,Germany_dummy
2074-01-25,-4.33,8.42,SSP245,COLD,2071-2100,Germany_dummy
2074-01-25,-3.33,9.42,SSP245,WARM,2071-2100,Germany_dummy
2074-01-25,-3.33,9.42,SSP370,COLD,2071-2100,Germany_dummy
2074-01-25,-2.33,10.42,SSP370,WARM,2071-2100,Germany_dummy
2074-01-25,-2.33,10.42,SSP585,COLD,2071-2100,Germany_dummy
2074-01-25,-1.33,11.42,SSP585,WARM,2071-2100,Germany_dummy
2074-01-26,-5.58,7.15,SSP119,COLD,2071-2100,Germany_dummy
2074-01-26,-4.58,8.15,SSP119,WARM,2071-2100,Germany_dummy
2074-01-26,-5.08,7.65,SSP126,COLD,2071-2100,Germany_dummy
2074-01-26,-4.08,8.65,SSP126,WARM,2071-2100,Germany_dummy
2074-01-26,-4.08,8.65,SSP245,COLD,2071-2100,Germany_dummy
2074-01-26,-3.08,9.65,SSP245,WARM,2071-2100,Germany_dummy
2074-01-26,-3.08,9.65,SSP370,COLD,2071-2100,Germany_dummy
2074-01-26,-2.08,10.65,SSP370,WARM,2071-2100,Germany_dummy
2074-01-26,-2.08,10.65,SSP585,COLD,2071-2100,Germany_dummy
2074-01-26,-1.08,11.65,SSP585,WARM,2071-2100,Germany_dummy
2074-01-27,-5.28,7.3,SSP119,COLD,2071-2100,Germany_dummy
2074-01-27,-4.28,8.3,SSP119,WARM,2071-2100,Germany_dummy
2074-01-27,-4.78,7.8,SSP126,COLD,2071-2100,Germany_dummy
2074-01-27,-3.78,8.8,SSP126,WARM,2071-2100,Germany_dummy
2074-01-27,-3.78,8.8,SSP245,COLD,2071-2100,Germany_dummy
2074-01-27,-2.78,9.8,SSP245,WARM,2071-2100,Germany_dummy
2074-01-27,-2.78,9.8,SSP370,COLD,2071-2100,Germany_dummy
2074-01-27,-1.78,10.8,SSP370,WARM,2071-2100,Germany_dummy
2074-01-27,-1.78,10.8,SSP585,COLD,2071-2100,Germany_dummy
2074-01-27,-0.78,11.8,SSP585,WARM,2071-2100,Germany_dummy
2074-01-28,-4.94,7.38,SSP119,COLD,2071-2100,Germany_dummy
2074-01-28,-3.94,8.38,SSP119,WARM,2071-2100,Germany_dummy
2074-01-28,-4.44,7.88,SSP126,COLD,2071-2100,Germany_dummy
2074-01-28,-3.44,8.88,SSP126,WARM,2071-2100,Germany_dummy
2074-01-28,-3.44,8.88,SSP245,COLD,2071-2100,Germany_dummy
2074-01-28,-2.44,9.88,SSP245,WARM,2071-2100,Germany_dummy
2074-01-28,-2.44,9.88,SSP370,COLD,2071-2100,Germany_dummy
2074-01-28,-1.44,10.88,SSP370,WARM,2071-2100,Germany_dummy
2074-01-28,-1.44,10.88,SSP585,COLD,2071-2100,Germany_dummy
2074-01-28,-0.44,11.88,SSP585,WARM,2071-2100,Germany_dummy
2074-01-29,-4.55,7.38,SSP119,COLD,2071-2100,Germany_dummy
2074-01-29,-3.55,8.38,SSP119,WARM,2071-2100,Germany_dummy
2074-01-29,-4.05,7.88,SSP126,COLD,2071-2100,Germany_dummy
2074-01-29,-3.05,8.88,SSP126,WARM,2071-2100,Germany_dummy
2074-01-29,-3.05,8.88,SSP245,COLD,2071-2100,Germany_dummy
2074-01-29,-2.05,9.88,SSP245,WARM,2071-2100,Germany_dummy
2074-01-29,-2.05,9.88,SSP370,COLD,2071-2100,Germany_dummy
2074-01-29,-1.05,10.88,SSP370,WARM,2071-2100,Germany_dummy
2074-01-29,-1.05,10.88,SSP585,COLD,2071-2100,Germany_dummy
2074-01-29,-0.05,11.88,SSP585,WARM,2071-2100,Germany_dummy
2074-01-30,-4.14,7.31,SSP119,COLD,2071-2100,Germany_dummy
2074-01-30,-3.14,8.31,SSP119,WARM,2071-2100,Germany_dummy
2074-01-30,-3.64,7.81,SSP126,COLD,2071-2100,Germany_dummy
2074-01-30,-2.64,8.81,SSP126,WARM,2071-2100,Germany_dummy
2074-01-30,-2.64,8.81,SSP245,COLD,2071-2100,Germany_dummy
2074-01-30,-1.64,9.81,SSP245,WARM,2071-2100,Germany_dummy
2074-01-30,-1.64,9.81,SSP370,COLD,2071-2100,Germany_dummy
2074-01-30,-0.64,10.81,SSP370,WARM,2071-2100,Germany_dummy
2074-01-30,-0.64,10.81,SSP585,COLD,2071-2100,Germany_dummy
2074-01-30,0.36,11.81,SSP585,WARM,2071-2100,Germany_dummy
2074-01-31,-3.71,7.18,SSP119,COLD,2071-2100,Germany_dummy
2074-01-31,-2.71,8.18,SSP119,WARM,2071-2100,Germany_dummy
2074-01-31,-3.21,7.68,SSP126,COLD,2071-2100,Germany_dummy
2074-01-31,-2.21,8.68,SSP126,WARM,2071-2100,Germany_dummy
2074-01-31,-2.21,8.68,SSP245,COLD,2071-2100,Germany_dummy
2074-01-31,-1.21,9.68,SSP245,WARM,2071-2100,Germany_dummy
2074-01-31,-1.21,9.68,SSP370,COLD,2071-2100,Germany_dummy
2074-01-31,-0.21,10.68,SSP370,WARM,2071-2100,Germany_dummy
2074-01-31,-0.21,10.68,SSP585,COLD,2071-2100,Germany_dummy
2074-01-31,0.79,11.68,SSP585,WARM,2071-2100,Germany_dummy
2074-02-01,-3.28,7.01,SSP119,COLD,2071-2100,Germany_dummy
2074-02-01,-2.28,8.01,SSP119,WARM,2071-2100,Germany_dummy
2074-02-01,-2.78,7.51,SSP126,COLD,2071-2100,Germany_dummy
2074-02-01,-1.78,8.51,SSP126,WARM,2071-2100,Germany_dummy
2074-02-01,-1.78,8.51,SSP245,COLD,2071-2100,Germany_dummy
2074-02-01,-0.78,9.51,SSP245,WARM,2071-2100,Germany_dummy
2074-02-01,-0.78,9.51,SSP370,COLD,2071-2100,Germany_dummy
2074-02-01,0.22,10.51,SSP370,WARM,2071-2100,Germany_dummy
2074-02-01,0.22,10.51,SSP585,COLD,2071-2100,Germany_dummy
2074-02-01,1.22,11.51,SSP585,WARM,2071-2100,Germany_dummy
2074-02-02,-2.86,6.8,SSP119,COLD,2071-2100,Germany_dummy
2074-02-02,-1.86,7.8,SSP119,WARM,2071-2100,Germany_dummy
2074-02-02,-2.36,7.3,SSP126,COLD,2071-2100,Germany_dummy
2074-02-02,-1.36,8.3,SSP126,WARM,2071-2100,Germany_dummy
2074-02-02,-1.36,8.3,SSP245,COLD,2071-2100,Germany_dummy
2074-02-02,-0.36,9.3,SSP245,WARM,2071-2100,Germany_dummy
2074-02-02,-0.36,9.3,SSP370,COLD,2071-2100,Germany_dummy
2074-02-02,0.64,10.3,SSP370,WARM,2071-2100,Germany_dummy
2074-02-02,0.64,10.3,SSP585,COLD,2071-2100,Germany_dummy
2074-02-02,1.64,11.3,SSP585,WARM,2071-2100,Germany_dummy
2074-02-03,-2.47,6.59,SSP119,COLD,2071-2100,Germany_dummy
2074-02-03,-1.47,7.59,SSP119,WARM,2071-2100,Germany_dummy
2074-02-03,-1.97,7.09,SSP126,COLD,2071-2100,Germany_dummy
2074-02-03,-0.97,8.09,SSP126,WARM,2071-2100,Germany_dummy
2074-02-03,-0.97,8.09,SSP245,COLD,2071-2100,Germany_dummy
2074-02-03,0.03,9.09,SSP245,WARM,2071-2100,Germany_dummy
2074-02-03,0.03,9.09,SSP370,COLD,2071-2100,Germany_dummy
2074-02-03,1.03,10.09,SSP370,WARM,2071-2100,Germany_dummy
2074-02-03,1.03,10.09,SSP585,COLD,2071-2100,Germany_dummy
2074-02-03,2.03,11.09,SSP585,WARM,2071-2100,Germany_dummy
2074-02-04,-2.1,6.38,SSP119,COLD,2071-2100,Germany_dummy
2074-02-04,-1.1,7.38,SSP119,WARM,2071-2100,Germany_dummy
2074-02-04,-1.6,6.88,SSP126,COLD,2071-2100,Germany_dummy
2074-02-04,-0.6,7.88,SSP126,WARM,2071-2100,Germany_dummy
2074-02-04,-0.6,7.88,SSP245,COLD,2071-2100,Germany_dummy
2074-02-04,0.4,8.88,SSP245,WARM,2071-2100,Germany_dummy
2074-02-04,0.4,8.88,SSP370,COLD,2071-2100,Germany_dummy
2074-02-04,1.4,9.88,SSP370,WARM,2071-2100,Germany_dummy
2074-02-04,1.4,9.88,SSP585,COLD,2071-2100,Germany_dummy
2074-02-04,2.4,10.88,SSP585,WARM,2071-2100,Germany_dummy
2074-02-05,-1.78,6.2,SSP119,COLD,2071-2100,Germany_dummy
2074-02-05,-0.78,7.2,SSP119,WARM,2071-2100,Germany_dummy
2074-02-05,-1.28,6.7,SSP126,COLD,2071-2100,Germany_dummy
2074-02-05,-0.28,7.7,SSP126,WARM,2071-2100,Germany_dummy
2074-02-05,-0.28,7.7,SSP245,COLD,2071-2100,Germany_dummy
2074-02-05,0.72,8.7,SSP245,WARM,2071-2100,Germany_dummy
2074-02-05,0.72,8.7,SSP370,COLD,2071-2100,Germany_dummy
2074-02-05,1.72,9.7,SSP370,WARM,2071-2100,Germany_dummy
2074-02-05,1.72,9.7,SSP585,COLD,2071-2100,Germany_dummy
2074-02-05,2.72,10.7,SSP585,WARM,2071-2100,Germany_dummy
2074-02-06,-1.51,6.06,SSP119,COLD,2071-2100,Germany_dummy
2074-02-06,-0.51,7.06,SSP119,WARM,2071-2100,Germany_dummy
2074-02-06,-1.01,6.56,SSP126,COLD,2071-2100,Germany_dummy
2074-02-06,-0.01,7.56,SSP126,WARM,2071-2100,Germany_dummy
2074-02-06,-0.01,7.56,SSP245,COLD,2071-2100,Germany_dummy
2074-02-06,0.99,8.56,SSP245,WARM,2071-2100,Germany_dummy
2074-02-06,0.99,8.56,SSP370,COLD,2071-2100,Germany_dummy
2074-02-06,1.99,9.56,SSP370,WARM,2071-2100,Germany_dummy
2074-02-06,1.99,9.56,SSP585,COLD,2071-2100,Germany_dummy
2074-02-06,2.99,10.56,SSP585,WARM,2071-2100,Germany_dummy
2074-02-07,-1.29,5.97,SSP119,COLD,2071-2100,Germany_dummy
2074-02-07,-0.29,6.97,SSP119,WARM,2071-2100,Germany_dummy
2074-02-07,-0.79,6.47,SSP126,COLD,2071-2100,Germany_dummy
2074-02-07,0.21,7.47,SSP126,WARM,2071-2100,Germany_dummy
2074-02-07,0.21,7.47,SSP245,COLD,2071-2100,Germany_dummy
2074-02-07,1.21,8.47,SSP245,WARM,2071-2100,Germany_dummy
2074-02-07,1.21,8.47,SSP370,COLD,2071-2100,Germany_dummy
2074-02-07,2.21,9.47,SSP370,WARM,2071-2100,Germany_dummy
2074-02-07,2.21,9.47,SSP585,COLD,2071-2100,Germany_dummy
2074-02-07,3.21,10.47,SSP585,WARM,2071-2100,Germany_dummy
2074-02-08,-1.13,5.96,SSP119,COLD,2071-2100,Germany_dummy
2074-02-08,-0.13,6.96,SSP119,WARM,2071-2100,Germany_dummy
2074-02-08,-0.63,6.46,SSP126,COLD,2071-2100,Germany_dummy
2074-02-08,0.37,7.46,SSP126,WARM,2071-2100,Germany_dummy
2074-02-08,0.37,7.46,SSP245,COLD,2071-2100,Germany_dummy
2074-02-08,1.37,8.46,SSP245,WARM,2071-2100,Germany_dummy
2074-02-08,1.37,8.46,SSP370,COLD,2071-2100,Germany_dummy
2074-02-08,2.37,9.46,SSP370,WARM,2071-2100,Germany_dummy
2074-02-08,2.37,9.46,SSP585,COLD,2071-2100,Germany_dummy
2074-02-08,3.37,10.46,SSP585,WARM,2071-2100,Germany_dummy
2074-02-09,-1.03,6.02,SSP119,COLD,2071-2100,Germany_dummy
2074-02-09,-0.03,7.02,SSP119,WARM,2071-2100,Germany_dummy
2074-02-09,-0.53,6.52,SSP126,COLD,2071-2100,Germany_dummy
2074-02-09,0.47,7.52,SSP126,WARM,2071-2100,Germany_dummy
2074-02-09,0.47,7.52,SSP245,COLD,2071-2100,Germany_dummy
2074-02-09,1.47,8.52,SSP245,WARM,2071-2100,Germany_dummy
2074-02-09,1.47,8.52,SSP370,COLD,2071-2100,Germany_dummy
2074-02-09,2.47,9.52,SSP370,WARM,2071-2100,Germany_dummy
2074-02-09,2.47,9.52,SSP585,COLD,2071-2100,Germany_dummy
2074-02-09,3.47,10.52,SSP585,WARM,2071-2100,Germany_dummy
2074-02-10,-0.99,6.17,SSP119,COLD,2071-2100,Germany_dummy
2074-02-10,0.01,7.17,SSP119,WARM,2071-2100,Germany_dummy
2074-02-10,-0.49,6.67,SSP126,COLD,2071-2100,Germany_dummy
2074-02-10,0.51,7.67,SSP126,WARM,2071-2100,Germany_dummy
2074-02-10,0.51,7.67,SSP245,COLD,2071-2100,Germany_dummy
2074-02-10,1.51,8.67,SSP245,WARM,2071-2100,Germany_dummy
2074-02-10,1.51,8.67,SSP370,COLD,2071-2100,Germany_dummy
2074-02-10,2.51,9.67,SSP370,WARM,2071-2100,Germany_dummy
2074-02-10,2.51,9.67,SSP585,COLD,2071-2100,Germany_dummy
2074-02-10,3.51,10.67,SSP585,WARM,2071-2100,Germany_dummy
2074-02-11,-1.0,6.4,SSP119,COLD,2071-2100,Germany_dummy
2074-02-11,-0.0,7.4,SSP119,WARM,2071-2100,Germany_dummy
2074-02-11,-0.5,6.9,SSP126,COLD,2071-2100,Germany_dummy
2074-02-11,0.5,7.9,SSP126,WARM,2071-2100,Germany_dummy
